Comment,processed_text,tokens
"Ketika bilang speaker ya sudah la yah, scrolls ramdom",bilang speaker ya la yah scrolls ramdom,"['bilang', 'speaker', 'ya', 'la', 'yah', 'scrolls', 'ramdom']"
"Kualitas HP se BURIK ini mau d bandingin sama Redmi Note 10, Wkwkwkwkwk
HALU BANGET NJIIIR..",kualitas hp burik d bandingin redmi note wkwkwkwkwk halu banget njiiir,"['kualitas', 'hp', 'burik', 'd', 'bandingin', 'redmi', 'note', 'wkwkwkwkwk', 'halu', 'banget', 'njiiir']"
Rn10s menangis wkwk,rns menang wkwk,"['rns', 'menang', 'wkwk']"
"Silahkan ghani, tarkim dan samid komen wkwkwk",silah ghani tarkim samid komen wkwkwk,"['silah', 'ghani', 'tarkim', 'samid', 'komen', 'wkwkwk']"
1:08 sial aku tertawa,sial tertawa,"['sial', 'tertawa']"
"SPEK TINGGI TAPI BANYAK MALWARE SETELAH PEMAKAIAN LAMA, PENGALAMAN PAKE INFINIX, IKLAN MUNCUL DIMANA2 , LAGI MAIN GAME MUNCUL LAGI WA MUNCUL BENER2 GANGGU,",spek malware pakai alam pake infinix iklan muncul mana main game muncul wa muncul bener ganggu,"['spek', 'malware', 'pakai', 'alam', 'pake', 'infinix', 'iklan', 'muncul', 'mana', 'main', 'game', 'muncul', 'wa', 'muncul', 'bener', 'ganggu']"
Samsung cuma bisa nyimak,samsung nyimak,"['samsung', 'nyimak']"
Gue sih mending Redmi note 10 S,gue sih mending redmi note s,"['gue', 'sih', 'mending', 'redmi', 'note', 's']"
Tokopedia memang jos.. hampir tiap bulan dapat vocher,tokopedia jos vocher,"['tokopedia', 'jos', 'vocher']"
Xiaomi= tenang kamera dia burik,xiaomi tenang kamera burik,"['xiaomi', 'tenang', 'kamera', 'burik']"
"banyak merk lain kayak vivo atau oppo yg msh make p35 atau g35 harga 2.5jt spek dibawah infinix, seharusnya itu yg takut min",merk kayak vivo oppo yg msh make p g harga jt spek bawah infinix yg takut min,"['merk', 'kayak', 'vivo', 'oppo', 'yg', 'msh', 'make', 'p', 'g', 'harga', 'jt', 'spek', 'bawah', 'infinix', 'yg', 'takut', 'min']"
"Sebenarnya semua hape kalo sudah dipake lama rasanya bosen juga, tapi kalo soal entry level ya menurut kebutuhan saja. intinya si yang terpenting bisa buat komunikasi.",hape kalo dipake bosen kalo entry level ya butuh inti si penting komunikasi,"['hape', 'kalo', 'dipake', 'bosen', 'kalo', 'entry', 'level', 'ya', 'butuh', 'inti', 'si', 'penting', 'komunikasi']"
itu hp yg buat scrolling tokopedia hp apa bang???,hp yg scrolling tokopedia hp bang,"['hp', 'yg', 'scrolling', 'tokopedia', 'hp', 'bang']"
"Aaaaw, ada Rie-chan... 😍",aaaaw riechan,"['aaaaw', 'riechan']"
"Nonton doang belik kagak 
B like",nonton doang belik kagak b like,"['nonton', 'doang', 'belik', 'kagak', 'b', 'like']"
Hp gemink sih ya kameranya alamaaakk,hp gemink sih ya kamera alamaaakk,"['hp', 'gemink', 'sih', 'ya', 'kamera', 'alamaaakk']"
Bang slanjutnya request review POCO M3 PRO dong :(,bang slanjutnya request review poco m pro,"['bang', 'slanjutnya', 'request', 'review', 'poco', 'm', 'pro']"
Tumben tumbenan bg david review infinix🤣,tumben tumben bg david review infinix,"['tumben', 'tumben', 'bg', 'david', 'review', 'infinix']"
Tetap aja F+HD cas hp kok sampai 2jam pdhl 33watt🤣 camera burik,aja fhd cas hp jam pdhl watt camera burik,"['aja', 'fhd', 'cas', 'hp', 'jam', 'pdhl', 'watt', 'camera', 'burik']"
https://youtu.be/V6qftT57SQA,httpsyoutubevqfttsqa,['httpsyoutubevqfttsqa']
Bukan Ferrari bang itu porshe,ferrari bang porshe,"['ferrari', 'bang', 'porshe']"
"Lebih milih xiaomi sih, bukan karena mifans garis keras tapi secara ui xiaomi lebih baik dari infinix dan kamera juga lebih oke kalo infinix ntah kenapa white balance nya tuh selalu off gitu buat video terutama. Ini berdasarkan pengalaman",milih xiaomi sih mifans garis keras ui xiaomi infinix kamera oke kalo infinix ntah white balance nya tuh off gitu video dasar alam,"['milih', 'xiaomi', 'sih', 'mifans', 'garis', 'keras', 'ui', 'xiaomi', 'infinix', 'kamera', 'oke', 'kalo', 'infinix', 'ntah', 'white', 'balance', 'nya', 'tuh', 'off', 'gitu', 'video', 'dasar', 'alam']"
Sudah bener beli xiomy aja!!,bener beli xiomy aja,"['bener', 'beli', 'xiomy', 'aja']"
Definisi cinta tak harus memiliki (terhalang kondisi dompet) 😌,definisi cinta milik halang kondisi dompet,"['definisi', 'cinta', 'milik', 'halang', 'kondisi', 'dompet']"
Tinggal Kamera dan speker nya yang kurang,tinggal kamera speker nya,"['tinggal', 'kamera', 'speker', 'nya']"
"Lama2 juga infinix nyerah, kayak realme",infinix nyerah kayak realme,"['infinix', 'nyerah', 'kayak', 'realme']"
Beli hp 4G masih bagus ga sekarang bang?,beli hp g bagus ga bang,"['beli', 'hp', 'g', 'bagus', 'ga', 'bang']"
itu porsche bang bukan ferrari,porsche bang ferrari,"['porsche', 'bang', 'ferrari']"
Aku tetep infinix si,tetep infinix si,"['tetep', 'infinix', 'si']"
request  OPPO RENO6 PRO+ 5G dong bang,request oppo reno pro g bang,"['request', 'oppo', 'reno', 'pro', 'g', 'bang']"
"Kalo infinix masih pake IPS xiaomi mah adem2 aja bang apalagi HP layar 6,95 inc jarang ada yang minat buat HP seukuran sgtu",kalo infinix pake ips xiaomi mah adem aja bang hp layar inc jarang minat hp ukur sgtu,"['kalo', 'infinix', 'pake', 'ips', 'xiaomi', 'mah', 'adem', 'aja', 'bang', 'hp', 'layar', 'inc', 'jarang', 'minat', 'hp', 'ukur', 'sgtu']"
Xiomi ketar ketir,xiomi ketar tir,"['xiomi', 'ketar', 'tir']"
di endorse nih🙂,endorse nih,"['endorse', 'nih']"
3:08 kecuali hp POCO huft poco 😀,kecuali hp poco huft poco,"['kecuali', 'hp', 'poco', 'huft', 'poco']"
"Kurang merata infinix andai kamera lebih bagus speaker lebih menarik dan layar amoled pasti infinix juara,jadi kurang menarik kalo infinix cuma tajem di gaem doang nggak semua orang ngegaem.",rata infinix andai kamera bagus speaker tarik layar amoled infinix juarajadi tarik kalo infinix tajem gaem doang nggak orang ngegaem,"['rata', 'infinix', 'andai', 'kamera', 'bagus', 'speaker', 'tarik', 'layar', 'amoled', 'infinix', 'juarajadi', 'tarik', 'kalo', 'infinix', 'tajem', 'gaem', 'doang', 'nggak', 'orang', 'ngegaem']"
Iklan di hp infinix apa kabar bang,iklan hp infinix kabar bang,"['iklan', 'hp', 'infinix', 'kabar', 'bang']"
Kamera kartu gaplek .,kamera kartu gaplek,"['kamera', 'kartu', 'gaplek']"
"Masih bagusan infinix dari pada hape gacha.




Bismillah komisaris infinix",bagus infinix hape gacha bismillah komisaris infinix,"['bagus', 'infinix', 'hape', 'gacha', 'bismillah', 'komisaris', 'infinix']"
"1.	Buat gamingnya GG sih asli

#XMission",gamingnya gg sih asli xmission,"['gamingnya', 'gg', 'sih', 'asli', 'xmission']"
"Bang, bahas HP POCO X3 GT 5G !!!",bang bahas hp poco x gt g,"['bang', 'bahas', 'hp', 'poco', 'x', 'gt', 'g']"
Bikin konten barang aneh dari toko online lagi bang✌,bikin konten barang aneh toko online bang,"['bikin', 'konten', 'barang', 'aneh', 'toko', 'online', 'bang']"
"1:07 ""padahal saya suka keributan""",suka ribut,"['suka', 'ribut']"
Lord david,lord david,"['lord', 'david']"
Wkwkwk ngakak gw,wkwkwk ngakak gw,"['wkwkwk', 'ngakak', 'gw']"
Lord Daveed,lord daveed,"['lord', 'daveed']"
de vide et impera,de vide et impera,"['de', 'vide', 'et', 'impera']"
David adalah kita,david,['david']
Bangke emng si davis,bangke emng si davis,"['bangke', 'emng', 'si', 'davis']"
@@doomGuy20573 ?,doomguy,['doomguy']
"Bhahaha, david sangat suka keributan",bhahaha david suka ribut,"['bhahaha', 'david', 'suka', 'ribut']"
@@bejoe1119 devide et impera: adu domba,bejoe devide et impera adu domba,"['bejoe', 'devide', 'et', 'impera', 'adu', 'domba']"
https://youtu.be/_ls3hYVC8Rw,httpsyoutube lshyvcrw,"['httpsyoutube', 'lshyvcrw']"
Review infinix Inboox X1 bang,review infinix inboox x bang,"['review', 'infinix', 'inboox', 'x', 'bang']"
"Ngecasnya laaaama untuk ukuran charger 33w. Dari kosong sampe penuh 2 jam lebih. Setelah dites pake wattmeter, max wattnya cuma 24, itu juga naik turun sampe 10 watts, makanya ngecasnya lama. Specs chargernya nipu.",ngecasnya laaaama ukur charger w kosong sampe penuh jam tes pake wattmeter max watt turun sampe watts ngecasnya specs chargernya nipu,"['ngecasnya', 'laaaama', 'ukur', 'charger', 'w', 'kosong', 'sampe', 'penuh', 'jam', 'tes', 'pake', 'wattmeter', 'max', 'watt', 'turun', 'sampe', 'watts', 'ngecasnya', 'specs', 'chargernya', 'nipu']"
"Ya sebagus apapun... Mereka
Ak sih emm. Ajh. 
Masih setia ama yg lma....",ya bagus apa ak sih emm ajh setia ama yg lma,"['ya', 'bagus', 'apa', 'ak', 'sih', 'emm', 'ajh', 'setia', 'ama', 'yg', 'lma']"
Spek dan harga tidak diragukan 😁,spek harga ragu,"['spek', 'harga', 'ragu']"
Smoth banget iklanya,smoth banget iklanya,"['smoth', 'banget', 'iklanya']"
Akhirnya david gadgetin nge review infinix note 10 pro juga..😂,david gadgetin nge review infinix note pro,"['david', 'gadgetin', 'nge', 'review', 'infinix', 'note', 'pro']"
Yg ujung2nya kaya tetep elu bang kita2 ttp gini gini aja dah itu intinya,yg ujung kaya tetep elu bang ttp gin gin aja dah inti,"['yg', 'ujung', 'kaya', 'tetep', 'elu', 'bang', 'ttp', 'gin', 'gin', 'aja', 'dah', 'inti']"
samsung a22 bang,samsung a bang,"['samsung', 'a', 'bang']"
1:09,,[]
Mending xiomi,mending xiomi,"['mending', 'xiomi']"
"""Padahal sy suka keributan""",sy suka ribut,"['sy', 'suka', 'ribut']"
Masih menunggu infinix membuat hp flaghship....,tunggu infinix hp flaghship,"['tunggu', 'infinix', 'hp', 'flaghship']"
"beli infinix pemakaian baru sebentar tpe mau buka whatapp web , pas scan barcode gagal terus d coba 3-4 x :(",beli infinix pakai sebentar tpe buka whatapp web pas scan barcode gagal d coba x,"['beli', 'infinix', 'pakai', 'sebentar', 'tpe', 'buka', 'whatapp', 'web', 'pas', 'scan', 'barcode', 'gagal', 'd', 'coba', 'x']"
David suka kributan cok,david suka kributan cok,"['david', 'suka', 'kributan', 'cok']"
Poco m3pro bang review,poco mpro bang review,"['poco', 'mpro', 'bang', 'review']"
Dsini jadinya yg untung malah calon pembelinya krn banyak pilihan,dsini yg untung calon bel krn pilih,"['dsini', 'yg', 'untung', 'calon', 'bel', 'krn', 'pilih']"
Dulu Xiaomi ngebully Samsung ... sekarang Xiaomi balik di buly,xiaomi ngebully samsung xiaomi buly,"['xiaomi', 'ngebully', 'samsung', 'xiaomi', 'buly']"
Mereka bilang ni hp bakal ngerobohin pasar Xiomay 🗿,bilang ni hp ngerobohin pasar xiomay,"['bilang', 'ni', 'hp', 'ngerobohin', 'pasar', 'xiomay']"
Oppo reno 6 donk...,oppo reno donk,"['oppo', 'reno', 'donk']"
"1:09 ""...padahal saya suka keributan sih..""",suka ribut sih,"['suka', 'ribut', 'sih']"
Harga sgini video record 1080 nya ga stabil? Skip,harga sgini video record nya ga stabil skip,"['harga', 'sgini', 'video', 'record', 'nya', 'ga', 'stabil', 'skip']"
Akhirnya bang david bahas lagi brand infinix biasanya gengsi,bang david bahas brand infinix gengsi,"['bang', 'david', 'bahas', 'brand', 'infinix', 'gengsi']"
Ini hape ada pop up iklan gitu ga si?,hape pop up iklan gitu ga si,"['hape', 'pop', 'up', 'iklan', 'gitu', 'ga', 'si']"
"Bang david, ada yang ribut tuh soal suara speakernya, katanya aktifin fitur DTS-nya biar bagus suaranya, coba tes bang, upload video #shorts aja",bang david ribut tuh suara speakernya aktifin fitur dtsnya biar bagus suara coba tes bang upload video shorts aja,"['bang', 'david', 'ribut', 'tuh', 'suara', 'speakernya', 'aktifin', 'fitur', 'dtsnya', 'biar', 'bagus', 'suara', 'coba', 'tes', 'bang', 'upload', 'video', 'shorts', 'aja']"
masi stay sm xiaomi 🤭🤭,mas stay sm xiaomi,"['mas', 'stay', 'sm', 'xiaomi']"
"Hadiirr bang david 🔥🔥 
Abis nii Poco M3 Pro 5G!!!",hadiirr bang david abis nii poco m pro g,"['hadiirr', 'bang', 'david', 'abis', 'nii', 'poco', 'm', 'pro', 'g']"
Nungguuuuuuu👀,nungguuuuuuu,['nungguuuuuuu']
"Jadi bingung mau M3 pro,renot 10s atau X3 nfc☹️",bingung m prorenot s x nfc,"['bingung', 'm', 'prorenot', 's', 'x', 'nfc']"
Smoot promosinya 😂,smoot promosi,"['smoot', 'promosi']"
"Gass ributin, kali aja ribut nya pada pake banting-bantingan harga.",gass ributin kali aja ribut nya pake bantingbantingan harga,"['gass', 'ributin', 'kali', 'aja', 'ribut', 'nya', 'pake', 'bantingbantingan', 'harga']"
bang mobil nya bukan ferarri:(( itu porsche bang:),bang mobil nya ferarri porsche bang,"['bang', 'mobil', 'nya', 'ferarri', 'porsche', 'bang']"
Itu porsche bang,porsche bang,"['porsche', 'bang']"
Makin murah makin keren makin laku siii,murah keren laku siii,"['murah', 'keren', 'laku', 'siii']"
Aowkowkwkk,aowkowkwkk,['aowkowkwkk']
Harus waspada d tipu team marketingnya,waspada d tipu team marketingnya,"['waspada', 'd', 'tipu', 'team', 'marketingnya']"
Mending redmi note 10s,mending redmi note s,"['mending', 'redmi', 'note', 's']"
Dia yg ribut kita yg menang 😁😁😁,yg ribut yg menang,"['yg', 'ribut', 'yg', 'menang']"
Saya sih poco:v,sih pocov,"['sih', 'pocov']"
0:34 itu porche bukan berarti bang david🤣😂 dah ada tulisannya lo,porche bang david dah tulis lo,"['porche', 'bang', 'david', 'dah', 'tulis', 'lo']"
"Tetep betah sma redmi aja lah. Kepalang jatuh cinta. Gk mau yg lain, soal nya angsuran masih lama 😩😩😩",tetep betah sma redmi aja kepalang jatuh cinta gk yg nya angsur,"['tetep', 'betah', 'sma', 'redmi', 'aja', 'kepalang', 'jatuh', 'cinta', 'gk', 'yg', 'nya', 'angsur']"
gw kira videonya bakal stabil,gw video stabil,"['gw', 'video', 'stabil']"
Agak tegas ya bang perasaan review nya😀😃,ya bang asa review nya,"['ya', 'bang', 'asa', 'review', 'nya']"
"mw di ingatkan jg percuma, xiaomi akan masuk ke indo dgn soc mediatek dimensity yg jauh lebih bertenaga ketimbang generasi sebelumnya 😅",mw ingat jg xiaomi masuk indo dgn soc mediatek dimensity yg tenaga ketimbang generasi,"['mw', 'ingat', 'jg', 'xiaomi', 'masuk', 'indo', 'dgn', 'soc', 'mediatek', 'dimensity', 'yg', 'tenaga', 'ketimbang', 'generasi']"
ada orang suka sama infinix aja udah aneh,orang suka infinix aja udah aneh,"['orang', 'suka', 'infinix', 'aja', 'udah', 'aneh']"
Bang review poco m3 pro 5g donk :v,bang review poco m pro g donk v,"['bang', 'review', 'poco', 'm', 'pro', 'g', 'donk', 'v']"
Masalah review mah bangd acid paling terpercaya .yg lain mah kena endorse udeh di lebih2in:v..best lah bang david,review mah bangd acid percaya yg mah kena endorse udeh lebihinvbest bang david,"['review', 'mah', 'bangd', 'acid', 'percaya', 'yg', 'mah', 'kena', 'endorse', 'udeh', 'lebihinvbest', 'bang', 'david']"
Akhirnya review infinx juga,review infinx,"['review', 'infinx']"
suara background musicnya kenapa serasa creepy ya,suara background musicnya serasa creepy ya,"['suara', 'background', 'musicnya', 'serasa', 'creepy', 'ya']"
Mending Redmi lah:v,mending redmi lahv,"['mending', 'redmi', 'lahv']"
"Lagi nunggu flagship pertama infinix euyy. Infinix zero x klo udah pake snapdragon - +870, ois diseluruh resolusi, ois di dual video dan ois di selfinya jg fix selamat tinggal untuk xiaomi mi 10 t pro dan poco f3.",nunggu flagship infinix euyy infinix zero x klo udah pake snapdragon ois seluruh resolusi ois dual video ois selfinya jg fix selamat tinggal xiaomi mi t pro poco f,"['nunggu', 'flagship', 'infinix', 'euyy', 'infinix', 'zero', 'x', 'klo', 'udah', 'pake', 'snapdragon', 'ois', 'seluruh', 'resolusi', 'ois', 'dual', 'video', 'ois', 'selfinya', 'jg', 'fix', 'selamat', 'tinggal', 'xiaomi', 'mi', 't', 'pro', 'poco', 'f']"
Ya beli aja mi11 hahaha,ya beli aja mi hahaha,"['ya', 'beli', 'aja', 'mi', 'hahaha']"
Koreksi bang itu mobil yang ijo bukan ferarri tapi porsche bang,koreksi bang mobil ijo ferarri porsche bang,"['koreksi', 'bang', 'mobil', 'ijo', 'ferarri', 'porsche', 'bang']"
anjay suka keributan,anjay suka ribut,"['anjay', 'suka', 'ribut']"
"Ujung"" ntar jadi rongsokan juga",ujung ntar rongsok,"['ujung', 'ntar', 'rongsok']"
8:32-8:52 Virus - Beethoven,virus beethoven,"['virus', 'beethoven']"
"Hasil rekaman video nya knp suaranya GK bagus. Visual nya pun jg GK bagus , kuning².",hasil rekam video nya knp suara gk bagus visual nya jg gk bagus kuning,"['hasil', 'rekam', 'video', 'nya', 'knp', 'suara', 'gk', 'bagus', 'visual', 'nya', 'jg', 'gk', 'bagus', 'kuning']"
Bang bagus mana infinix yg babang review ini dr pada poco x3 pro,bang bagus infinix yg babang review dr poco x pro,"['bang', 'bagus', 'infinix', 'yg', 'babang', 'review', 'dr', 'poco', 'x', 'pro']"
Bang rifiu appo reno 6 5G yg kayak ipon 12 tu disain a bang 🙏🙏🙏,bang rifiu appo reno g yg kayak ipon tu disain a bang,"['bang', 'rifiu', 'appo', 'reno', 'g', 'yg', 'kayak', 'ipon', 'tu', 'disain', 'a', 'bang']"
"Yg hatus waspada harusnya bkn xiaomi tp brand lain , xiaomi ga bakal turun kasta tp brand selain xiaomi dan infinix gmn ?",yg hatus waspada bkn xiaomi tp brand xiaomi ga turun kasta tp brand xiaomi infinix gmn,"['yg', 'hatus', 'waspada', 'bkn', 'xiaomi', 'tp', 'brand', 'xiaomi', 'ga', 'turun', 'kasta', 'tp', 'brand', 'xiaomi', 'infinix', 'gmn']"
"Sebagai Mi Fans, saya nyatakan HP ini tidak worth it untuk di beli. Tp kalau di beri, saya akan terima. Hehe",mi fans nyata hp worth it beli tp terima hehe,"['mi', 'fans', 'nyata', 'hp', 'worth', 'it', 'beli', 'tp', 'terima', 'hehe']"
Mending beli note10s,mending beli notes,"['mending', 'beli', 'notes']"
Gak pikir panjang sekali resmi rilis langsung order,gak pikir resmi rilis langsung order,"['gak', 'pikir', 'resmi', 'rilis', 'langsung', 'order']"
Itu porshe bukan ferrari,porshe ferrari,"['porshe', 'ferrari']"
Emang rata rata hp gaming tuh gt fokus di performa aja tp klau buat kamera kurang joss...tp kenapa ya infinix cepet panas soalnya saya jg pake yg note 9 nya...,emang hp gaming tuh gt fokus performa aja tp klau kamera josstp ya infinix cepet panas jg pake yg note nya,"['emang', 'hp', 'gaming', 'tuh', 'gt', 'fokus', 'performa', 'aja', 'tp', 'klau', 'kamera', 'josstp', 'ya', 'infinix', 'cepet', 'panas', 'jg', 'pake', 'yg', 'note', 'nya']"
infinix  udah bgus cuman sayang rata2 speaker nya kurang bagus...,infinix udah bgus cuman sayang speaker nya bagus,"['infinix', 'udah', 'bgus', 'cuman', 'sayang', 'speaker', 'nya', 'bagus']"
Kapan review hp poco m3 5g bang udah gak sabar,review hp poco m g bang udah gak sabar,"['review', 'hp', 'poco', 'm', 'g', 'bang', 'udah', 'gak', 'sabar']"
Ku tunggu versi 5g nya infinix,ku tunggu versi g nya infinix,"['ku', 'tunggu', 'versi', 'g', 'nya', 'infinix']"
Malesah ga amoled kaya redminote 10 5G jg bikin males hahahaaa,malesah ga amoled kaya redminote g jg bikin males hahahaaa,"['malesah', 'ga', 'amoled', 'kaya', 'redminote', 'g', 'jg', 'bikin', 'males', 'hahahaaa']"
Saya suka keributan,suka ribut,"['suka', 'ribut']"
Dapat notif auto nonton,notif auto nonton,"['notif', 'auto', 'nonton']"
"Gua yg udah dapet infinix note 8 udah oke😉
Btw David blm pernah review infinix note 8 ya?",gua yg udah dapet infinix note udah oke btw david blm review infinix note ya,"['gua', 'yg', 'udah', 'dapet', 'infinix', 'note', 'udah', 'oke', 'btw', 'david', 'blm', 'review', 'infinix', 'note', 'ya']"
Gw baru beli infinix note 8 sebulan kemudian note 10 keluar anjir:v,gw beli infinix note bulan note anjirv,"['gw', 'beli', 'infinix', 'note', 'bulan', 'note', 'anjirv']"
@@muhammadalifbayusaputra9813 wkwk sebenarnya nanggung tapi ya note 8 juga spesifikasi nya ga kalah banget sama note 10,muhammadalifbayusaputra wkwk nanggung ya note spesifikasi nya ga kalah banget note,"['muhammadalifbayusaputra', 'wkwk', 'nanggung', 'ya', 'note', 'spesifikasi', 'nya', 'ga', 'kalah', 'banget', 'note']"
Tokopedia 😂,tokopedia,['tokopedia']
"2020 Redmi VS Realme
2021 Redmi VS Infinix
2022 Redmi VS ........????",redmi vs realme redmi vs infinix redmi vs,"['redmi', 'vs', 'realme', 'redmi', 'vs', 'infinix', 'redmi', 'vs']"
Jelek tetep de best xiaomi 🥰,jelek tetep de best xiaomi,"['jelek', 'tetep', 'de', 'best', 'xiaomi']"
Masuk nya provokasi gak si ? 😐,masuk nya provokasi gak si,"['masuk', 'nya', 'provokasi', 'gak', 'si']"
gak tertarik,gak tarik,"['gak', 'tarik']"
1:08 saya juga.,,[]
Realme mau ribut sma siapa kalo infinix lebih panas wkwk,realme ribut sma kalo infinix panas wkwk,"['realme', 'ribut', 'sma', 'kalo', 'infinix', 'panas', 'wkwk']"
"Infinik: pilih gw aja, sebelah mah lewat
Xiomi: urusin dulu tuh kamera yang nguning",infinik pilih gw aja belah mah xiomi urusin tuh kamera nguning,"['infinik', 'pilih', 'gw', 'aja', 'belah', 'mah', 'xiomi', 'urusin', 'tuh', 'kamera', 'nguning']"
"gila sih G95 harga segitu.....

rednote 8 pro dulu G90 3,5 jt",gila sih g harga segitu rednote pro g jt,"['gila', 'sih', 'g', 'harga', 'segitu', 'rednote', 'pro', 'g', 'jt']"
"gak ada infrared blaster, masih belum ada di hp lain",gak infrared blaster hp,"['gak', 'infrared', 'blaster', 'hp']"
"""Semakin dibiarkan semakin beringas""

Itulah infinix",biar beringas infinix,"['biar', 'beringas', 'infinix']"
spiker enak sih. mungkin dts blm diaktifin bang david,spiker enak sih dts blm diaktifin bang david,"['spiker', 'enak', 'sih', 'dts', 'blm', 'diaktifin', 'bang', 'david']"
