Comment,processed_text,tokens,sentiment_label,sentiment_score
Itu infinix note 10 pro?,infinix note pro,"['infinix', 'note', 'pro']",neutral,0
Di chenel sebelah lagi ribut infnix note 10 pro vs poco X3. Padahal dah jelas siapa yang unggul 🤭,chenel belah ribut infnix note pro vs poco x dah unggul,"['chenel', 'belah', 'ribut', 'infnix', 'note', 'pro', 'vs', 'poco', 'x', 'dah', 'unggul']",negative,-8
Banggg rivew poco m3 proooo 5G,banggg rivew poco m proooo g,"['banggg', 'rivew', 'poco', 'm', 'proooo', 'g']",neutral,0
Auto ngidam buat main pubg 😭😭😭,auto ngidam main pubg,"['auto', 'ngidam', 'main', 'pubg']",neutral,-2
"4.	Suka banget main game pake Infinix Note 10 Pro. Game apa aja dihajar. Settingan tinggal disesuaikan. Dan yang paling gw suka gak ngorbanin banget grafisnya. Semua smooth!

#XMission",suka banget main game pake infinix note pro game aja hajar settingan tinggal sesuai gw suka gak ngorbanin banget grafis smooth xmission,"['suka', 'banget', 'main', 'game', 'pake', 'infinix', 'note', 'pro', 'game', 'aja', 'hajar', 'settingan', 'tinggal', 'sesuai', 'gw', 'suka', 'gak', 'ngorbanin', 'banget', 'grafis', 'smooth', 'xmission']",positive,7
"Bang lu review hp,hp nya lu pakek sendiri apa lu jual lagi ?",bang lu review hphp nya lu pakek lu jual,"['bang', 'lu', 'review', 'hphp', 'nya', 'lu', 'pakek', 'lu', 'jual']",positive,1
"Aku nonton pake infinix hot 9 play...
Infinix mang boooosssss.....",nonton pake infinix hot play infinix mang boooosssss,"['nonton', 'pake', 'infinix', 'hot', 'play', 'infinix', 'mang', 'boooosssss']",negative,-4
"Hpnya emang bongsor gak nyaman di taruh saku,tapi buat nonton bang david mantap kelihatan gd 🤭 kebetulan saya penguna note 10 pro baru 2 hari",hpnya emang bongsor gak nyaman taruh sakutapi nonton bang david mantap gd penguna note pro,"['hpnya', 'emang', 'bongsor', 'gak', 'nyaman', 'taruh', 'sakutapi', 'nonton', 'bang', 'david', 'mantap', 'gd', 'penguna', 'note', 'pro']",positive,11
"1.	Emang sih layar gede ga semua suka. Tapi gak adil kalo cuma highlight layarnya kegedean karena kalo orang se-gasuka itu ga bakal dalam hitungan singkat Infinix Note 10 Pro raib di kedua Flash Sale Lazada sama Shopee.
2.	Moon map gue penikmat yang besar-besar. Gak suka yang kecil

#XMission",emang sih layar gede ga suka gak adil kalo highlight layar gede kalo orang segasuka ga hitung singkat infinix note pro raib flash sale lazada shopee moon map gue nikmat besarbesar gak suka xmission,"['emang', 'sih', 'layar', 'gede', 'ga', 'suka', 'gak', 'adil', 'kalo', 'highlight', 'layar', 'gede', 'kalo', 'orang', 'segasuka', 'ga', 'hitung', 'singkat', 'infinix', 'note', 'pro', 'raib', 'flash', 'sale', 'lazada', 'shopee', 'moon', 'map', 'gue', 'nikmat', 'besarbesar', 'gak', 'suka', 'xmission']",positive,3
bagus gk kameranya bro?,bagus gk kamera bro,"['bagus', 'gk', 'kamera', 'bro']",positive,-2
@@gwbantailo9520 gak begitu bagus menurut saya pribadi,gwbantailo gak bagus pribadi,"['gwbantailo', 'gak', 'bagus', 'pribadi']",positive,-2
Bang tolong review infinix hot 10s dong,bang tolong review infinix hot s,"['bang', 'tolong', 'review', 'infinix', 'hot', 's']",negative,-3
"Harga 2,5 jtan. Yg mahal.. pakai helio.. yg terkenal lemot,, coba kalau pakai ,snapdragon atau kirin.. itu baru murah... 🙏Sorry..dr dulu samp sekarang prosesor helio itu masih lelet,,, jauh deh.....",harga jtan yg mahal pakai hio yg kenal lot coba pakai snapdragon kirin murah sorrydr samp prosesor hio lelet deh,"['harga', 'jtan', 'yg', 'mahal', 'pakai', 'hio', 'yg', 'kenal', 'lot', 'coba', 'pakai', 'snapdragon', 'kirin', 'murah', 'sorrydr', 'samp', 'prosesor', 'hio', 'lelet', 'deh']",positive,2
"7.	Yang paling gue suka chipsetnya ga ada masalah overheating buat main game

#XMission",gue suka chipsetnya ga overheating main game xmission,"['gue', 'suka', 'chipsetnya', 'ga', 'overheating', 'main', 'game', 'xmission']",positive,4
Infinix note 8☝🏻,infinix note,"['infinix', 'note']",neutral,0
"Coba sekali2 bang pas ngriview hp nyoba game PES, lancar gak",coba bang pas ngriview hp nyoba game pes lancar gak,"['coba', 'bang', 'pas', 'ngriview', 'hp', 'nyoba', 'game', 'pes', 'lancar', 'gak']",positive,8
"5.	Buat gaming Cuma satu kata: MANTAP. Gak nyangka MediaTek bisa se-smooth ini cuy
6.	Chipset G95-nya GG sih. PES 2021 juga dilibas

#XMission",gaming mantap gak nyangka mediatek sesmooth cuy chipset gnya gg sih pes libas xmission,"['gaming', 'mantap', 'gak', 'nyangka', 'mediatek', 'sesmooth', 'cuy', 'chipset', 'gnya', 'gg', 'sih', 'pes', 'libas', 'xmission']",positive,2
Support MHL gak ya bang ?,support mhl gak ya bang,"['support', 'mhl', 'gak', 'ya', 'bang']",positive,8
Akhirnya riview infinix juga,riview infinix,"['riview', 'infinix']",neutral,0
Suara bang David ga ngebass,suara bang david ga ngebass,"['suara', 'bang', 'david', 'ga', 'ngebass']",positive,1
"Bang, samsung m62 nya mana?",bang samsung m nya,"['bang', 'samsung', 'm', 'nya']",neutral,0
Mobil porsche bang..,mobil porsche bang,"['mobil', 'porsche', 'bang']",positive,1
"Bang, sediain 60fps di vidionya dong",bang ain fps vidionya,"['bang', 'ain', 'fps', 'vidionya']",negative,-5
Galaxy A22nya mana kan udah launching dong,galaxy anya udah launching,"['galaxy', 'anya', 'udah', 'launching']",neutral,0
Bang review Galaxy A22 bang,bang review galaxy a bang,"['bang', 'review', 'galaxy', 'a', 'bang']",neutral,0
Riview samsung A22 5G dong bang 😁,riview samsung a g bang,"['riview', 'samsung', 'a', 'g', 'bang']",neutral,0
Kayag gak tau INFINIK dri dulu suka ngada ngada 😆😆😆😆,kayag gak tau infinik dri suka ngada ngada,"['kayag', 'gak', 'tau', 'infinik', 'dri', 'suka', 'ngada', 'ngada']",negative,-2
Saya kurang suka dengan brand Infinix tuh di kamera nya😂 walaupun harganya 3jt an tapi kameranya kayak hp 1 jutaan,suka brand infinix tuh kamera nya harga jt an kamera kayak hp juta,"['suka', 'brand', 'infinix', 'tuh', 'kamera', 'nya', 'harga', 'jt', 'an', 'kamera', 'kayak', 'hp', 'juta']",positive,4
Riviw iphone x di 2021 dong bang masih rekomended ga sihh 😁😁,riviw iphone x bang rekomended ga sihh,"['riviw', 'iphone', 'x', 'bang', 'rekomended', 'ga', 'sihh']",negative,-2
@gadgetin REVIUW REDMI K40 BANG,gadgetin reviuw redmi k bang,"['gadgetin', 'reviuw', 'redmi', 'k', 'bang']",neutral,0
MENDINGAN PRODUK XIAOMI,mending produk xiaomi,"['mending', 'produk', 'xiaomi']",positive,2
@@fabianski0370  ada harga ada kualitas,fabianski harga kualitas,"['fabianski', 'harga', 'kualitas']",positive,7
"tim nonton tapi, hp gak ganti2 kayak gua OPPO A7 2018",tim nonton hp gak ganti kayak gua oppo a,"['tim', 'nonton', 'hp', 'gak', 'ganti', 'kayak', 'gua', 'oppo', 'a']",negative,-10
Punya aing sama itu infinix Hot 10 juga tpi hrga ny cuma 2 Jt :),aing infinix hot tpi hrga ny jt,"['aing', 'infinix', 'hot', 'tpi', 'hrga', 'ny', 'jt']",negative,-4
beli dmn kak?..,beli dmn kak,"['beli', 'dmn', 'kak']",positive,-1
Bro mau tanya infinix hp awet gk ya katanya gampang rusak? Bisa gk ya infinix buat jangka panjang. Buat 3-4 tahun nan lah kata nya kalo rusak dah gk bisa di apa apa in :v😪😪😪 (pengen beli infinix note 8),bro infinix hp awet gk ya gampang rusak gk ya infinix jangka nan nya kalo rusak dah gk in v ken beli infinix note,"['bro', 'infinix', 'hp', 'awet', 'gk', 'ya', 'gampang', 'rusak', 'gk', 'ya', 'infinix', 'jangka', 'nan', 'nya', 'kalo', 'rusak', 'dah', 'gk', 'in', 'v', 'ken', 'beli', 'infinix', 'note']",positive,11
Ya pasti awet lah. Aku pakai Infinix Note 4 sudah 3 tahun masih bagus. Baru sekali ganti baterai. Klo dibanting ya gampang rusak lah bro.wkwkwk #XMission,ya awet pakai infinix note bagus ganti baterai klo banting ya gampang rusak browkwkwk xmission,"['ya', 'awet', 'pakai', 'infinix', 'note', 'bagus', 'ganti', 'baterai', 'klo', 'banting', 'ya', 'gampang', 'rusak', 'browkwkwk', 'xmission']",positive,5
Samsung A22 5g dong :),samsung a g,"['samsung', 'a', 'g']",neutral,0
Kalo main pubg ini bisa 90 fps ga wkwk,kalo main pubg fps ga wkwk,"['kalo', 'main', 'pubg', 'fps', 'ga', 'wkwk']",positive,0
"4.	Suka banget main game pake Infinix Note 10 Pro. Game apa aja dihajar. Settingan tinggal disesuaikan. Dan yang paling gw suka gak ngorbanin banget grafisnya. Semua smooth!
5.	Buat gaming Cuma satu kata: MANTAP. Gak nyangka MediaTek bisa se-smooth ini cuy

#XMission",suka banget main game pake infinix note pro game aja hajar settingan tinggal sesuai gw suka gak ngorbanin banget grafis smooth gaming mantap gak nyangka mediatek sesmooth cuy xmission,"['suka', 'banget', 'main', 'game', 'pake', 'infinix', 'note', 'pro', 'game', 'aja', 'hajar', 'settingan', 'tinggal', 'sesuai', 'gw', 'suka', 'gak', 'ngorbanin', 'banget', 'grafis', 'smooth', 'gaming', 'mantap', 'gak', 'nyangka', 'mediatek', 'sesmooth', 'cuy', 'xmission']",positive,9
bang hp A54 buat gaming enak gk? sama kalo hp 2jt an buat gaming apa?,bang hp a gaming enak gk kalo hp jt an gaming,"['bang', 'hp', 'a', 'gaming', 'enak', 'gk', 'kalo', 'hp', 'jt', 'an', 'gaming']",positive,1
Poco x3,poco x,"['poco', 'x']",neutral,0
Review realme buds q2 sama realme buds air 2 neo dong bang,review realme buds q realme buds air neo bang,"['review', 'realme', 'buds', 'q', 'realme', 'buds', 'air', 'neo', 'bang']",negative,-1
Kak coba rivew infinix note 8 kak plis,kak coba rivew infinix note kak plis,"['kak', 'coba', 'rivew', 'infinix', 'note', 'kak', 'plis']",positive,1
iklanya di opening vid,iklanya opening vid,"['iklanya', 'opening', 'vid']",neutral,0
"BANTUU JAWAB TEMAN²🙂PUSING PILIH HP MANA
BAGUS POCO X3 PRO ATAU HP YG KEK DIATAS UNTU GAME?",bantuu teman pusing pilih hp bagus poco x pro hp yg kek atas untu game,"['bantuu', 'teman', 'pusing', 'pilih', 'hp', 'bagus', 'poco', 'x', 'pro', 'hp', 'yg', 'kek', 'atas', 'untu', 'game']",negative,-10
Jelas X3 Pro,x pro,"['x', 'pro']",neutral,0
"Kelemahan infinix kalau di buat video ,suara nya kaya kompres banget",lemah infinix video suara nya kaya kompres banget,"['lemah', 'infinix', 'video', 'suara', 'nya', 'kaya', 'kompres', 'banget']",positive,3
"9.	Coba atur lagi pengaturan suaranya bang

#XMission",coba atur atur suara bang xmission,"['coba', 'atur', 'atur', 'suara', 'bang', 'xmission']",positive,2
Infinix hot 10 hadir wkwkwkw,infinix hot hadir wkwkwkw,"['infinix', 'hot', 'hadir', 'wkwkwkw']",negative,-5
Enak gk makainya?,enak gk maka,"['enak', 'gk', 'maka']",positive,1
Tambatan hati masih di Xiaomi hehe,tambat hati xiaomi hehe,"['tambat', 'hati', 'xiaomi', 'hehe']",positive,0
Bang coba unbox redmi k40 gw penasaran banget,bang coba unbox redmi k gw penasaran banget,"['bang', 'coba', 'unbox', 'redmi', 'k', 'gw', 'penasaran', 'banget']",neutral,-1
Saran hp Budget 6 juta😭😭😭,saran hp budget juta,"['saran', 'hp', 'budget', 'juta']",positive,1
Mi 10t /10t pro,mi t t pro,"['mi', 't', 't', 'pro']",neutral,0
Emang luh bisa bang main ml,emang luh bang main ml,"['emang', 'luh', 'bang', 'main', 'ml']",positive,0
Bang review realme gt dong pls🙏🙏,bang review realme gt pls,"['bang', 'review', 'realme', 'gt', 'pls']",negative,-3
User infinix hot 10s nyimak aja,user infinix hot s nyimak aja,"['user', 'infinix', 'hot', 's', 'nyimak', 'aja']",negative,-3
Hot 7 Pro🥴,hot pro,"['hot', 'pro']",negative,-4
Bukan Ferari  mas,ferari mas,"['ferari', 'mas']",neutral,0
"gaperlu panik sih xiaomi,tinggal nunggu launching poco m3 pro 5G",gaperlu panik sih xiaomitinggal nunggu launching poco m pro g,"['gaperlu', 'panik', 'sih', 'xiaomitinggal', 'nunggu', 'launching', 'poco', 'm', 'pro', 'g']",negative,-3
Jelas panik bang market pasarnya di ambil infinix #XMission,panik bang market pasar ambil infinix xmission,"['panik', 'bang', 'market', 'pasar', 'ambil', 'infinix', 'xmission']",negative,-9
Review xiamoi k40,review xiamoi k,"['review', 'xiamoi', 'k']",neutral,0
Bang samsung a22 bang,bang samsung a bang,"['bang', 'samsung', 'a', 'bang']",neutral,0
"Infinix be like: review nya senggol2 siomay aja
David: Gas",infinix be like review nya senggol siomay aja david gas,"['infinix', 'be', 'like', 'review', 'nya', 'senggol', 'siomay', 'aja', 'david', 'gas']",negative,-3
I love infinix ..gak malu maluin ..,i love infinix gak malu maluin,"['i', 'love', 'infinix', 'gak', 'malu', 'maluin']",positive,0
"1.	Buat gamingnya GG sih asli

#XMission",gamingnya gg sih asli xmission,"['gamingnya', 'gg', 'sih', 'asli', 'xmission']",positive,2
Bang ko gapernah bahas GCAM Xiaomi?  HP Xiaomi yg harga 2jutaan klo dipasang gcam kameranya kyak HP 4/5 jutaan loh😁😅 khususnya dalam mode night sight luar biasa😁,bang ko gapernah bahas gcam xiaomi hp xiaomi yg harga juta klo pasang gcam kamera kyak hp juta loh mode night sight,"['bang', 'ko', 'gapernah', 'bahas', 'gcam', 'xiaomi', 'hp', 'xiaomi', 'yg', 'harga', 'juta', 'klo', 'pasang', 'gcam', 'kamera', 'kyak', 'hp', 'juta', 'loh', 'mode', 'night', 'sight']",positive,10
"Semua hape kalo di pasangin gcam ya bagus,cman masalahnya itu hapenya support apa gak",hape kalo pasangin gcam ya baguscman hapenya support gak,"['hape', 'kalo', 'pasangin', 'gcam', 'ya', 'baguscman', 'hapenya', 'support', 'gak']",positive,8
Bang SAMSUNG A22 LTE 5G dong,bang samsung a lte g,"['bang', 'samsung', 'a', 'lte', 'g']",neutral,0
gw pake infinix smart 3 plus ajaa msh sehat wal afiat smpe skg njirr.. pdhl beli 2019,gw pake infinix smart plus ajaa msh sehat wal afiat smpe skg njirr pdhl beli,"['gw', 'pake', 'infinix', 'smart', 'plus', 'ajaa', 'msh', 'sehat', 'wal', 'afiat', 'smpe', 'skg', 'njirr', 'pdhl', 'beli']",positive,4
Infinix os nya masih kurang mantap,infinix os nya mantap,"['infinix', 'os', 'nya', 'mantap']",positive,5
Lebih ke kata2 terakhir sebelum video habis 😂,video habis,"['video', 'habis']",positive,0
Banyak masukan untuk infinix,masuk infinix,"['masuk', 'infinix']",negative,-3
Denger ngecasnya butuh 2 jam buat penuh. Ga jadi beli deh,denger ngecasnya butuh jam penuh ga beli deh,"['denger', 'ngecasnya', 'butuh', 'jam', 'penuh', 'ga', 'beli', 'deh']",negative,-9
Seandainya ratio layar 18:9.... Bisa menhilangkan rindu gw sama xiaomi mix 3 mmmh,anda ratio layar menhilangkan rindu gw xiaomi mix mmmh,"['anda', 'ratio', 'layar', 'menhilangkan', 'rindu', 'gw', 'xiaomi', 'mix', 'mmmh']",positive,-2
"Senang lihat konten yang apa adanya ,buat pembeli bisa sesuaikan kebutuhan ,sukses sam david",senang lihat konten beli sesuai butuh sukses sam david,"['senang', 'lihat', 'konten', 'beli', 'sesuai', 'butuh', 'sukses', 'sam', 'david']",positive,4
0:39 Ferarri? itu porsche bang,ferarri porsche bang,"['ferarri', 'porsche', 'bang']",neutral,0
"Koh David skrng sdh mulai suka review infinix ya..
katanya nggak suka..",koh david skrng sdh suka review infinix ya nggak suka,"['koh', 'david', 'skrng', 'sdh', 'suka', 'review', 'infinix', 'ya', 'nggak', 'suka']",positive,6
Itu menandakan Infinix sudah layak diperhitungkan #XMission,tanda infinix layak hitung xmission,"['tanda', 'infinix', 'layak', 'hitung', 'xmission']",positive,-3
"Hp gaming kok charging full 2 jam, sedangkan Poco X3 NFC full cuma 1 jam,

Edit : Btw Helio G95 sama Sp 732g Bagus mana?",hp gaming charging full jam poco x nfc full jam edit btw hio g sp g bagus,"['hp', 'gaming', 'charging', 'full', 'jam', 'poco', 'x', 'nfc', 'full', 'jam', 'edit', 'btw', 'hio', 'g', 'sp', 'g', 'bagus']",positive,-2
"3.	Mantep sih G95 GG banget di kelasnya. Gak ada masalah overheating juga. Bravo Infinix!

#XMission",mantep sih g gg banget kelas gak overheating bravo infinix xmission,"['mantep', 'sih', 'g', 'gg', 'banget', 'kelas', 'gak', 'overheating', 'bravo', 'infinix', 'xmission']",negative,-2
infininix hot 10 nyimak,infininix hot nyimak,"['infininix', 'hot', 'nyimak']",negative,-4
Bang ripiew samsung a22 bang,bang ripiew samsung a bang,"['bang', 'ripiew', 'samsung', 'a', 'bang']",neutral,0
Buset anj*ng 7:50,buset anjng,"['buset', 'anjng']",neutral,0
Plot Twist : infinix adalah anak perusahaan dari xiaomi secara dia diam 😂,plot twist infinix anak usaha xiaomi diam,"['plot', 'twist', 'infinix', 'anak', 'usaha', 'xiaomi', 'diam']",negative,-8
Serius kah?,serius kah,"['serius', 'kah']",negative,-5
serius,serius,['serius'],negative,-5
jadi inget badut vivo oppo yang sering gelut,inget badut vivo oppo gelut,"['inget', 'badut', 'vivo', 'oppo', 'gelut']",neutral,0
"@Jafar Ash iya njerr, ane pernah kerja ama orang etnis tionghoa, tokonya banyak dan beragam berderet pula wkwk",jafar ash iya njerr ane kerja ama orang etnis tionghoa toko agam deret wkwk,"['jafar', 'ash', 'iya', 'njerr', 'ane', 'kerja', 'ama', 'orang', 'etnis', 'tionghoa', 'toko', 'agam', 'deret', 'wkwk']",positive,7
@Phrabu Tzyliwangi wkwk,phrabu tzyliwangi wkwk,"['phrabu', 'tzyliwangi', 'wkwk']",neutral,0
"Haiyaaa ini suda  paling mula loo kalo gk mau bisa Cali toko sebelah
E tapi punya oe juga",haiyaaa suda loo kalo gk cal toko belah e oe,"['haiyaaa', 'suda', 'loo', 'kalo', 'gk', 'cal', 'toko', 'belah', 'e', 'oe']",negative,-5
"Lah, itu namanya aja sama. xiaomi note 10 pro infinix note 10 pro",nama aja xiaomi note pro infinix note pro,"['nama', 'aja', 'xiaomi', 'note', 'pro', 'infinix', 'note', 'pro']",positive,1
@@Mangputt mungkin strategi biar sesama karyawan tetap kompetitf,mangputt strategi biar karyawan kompetitf,"['mangputt', 'strategi', 'biar', 'karyawan', 'kompetitf']",positive,1
infinix note 10 pro mikrofon nya jelek :(,infinix note pro mikrofon nya jelek,"['infinix', 'note', 'pro', 'mikrofon', 'nya', 'jelek']",negative,-5
"5.	Gak di-setting ya jelas kaya gak dikasih makan bang

#XMission",gak disetting ya kaya gak kasih makan bang xmission,"['gak', 'disetting', 'ya', 'kaya', 'gak', 'kasih', 'makan', 'bang', 'xmission']",positive,5
@@binaplingga9254 maksud?,binaplingga maksud,"['binaplingga', 'maksud']",positive,2
Give saya hape dong bang,give hape bang,"['give', 'hape', 'bang']",neutral,0
"Bang,kalo cobain hp trus maen PubgM,Sekalian cobain Gyro nya bang,di cek cek aja,gyro nya delay apa enggak.",bangkalo cobain hp trus maen pubgmsekalian cobain gyro nya bangdi cek cek ajagyro nya delay,"['bangkalo', 'cobain', 'hp', 'trus', 'maen', 'pubgmsekalian', 'cobain', 'gyro', 'nya', 'bangdi', 'cek', 'cek', 'ajagyro', 'nya', 'delay']",negative,-8
"3.	Mantep sih G95 GG banget di kelasnya. Gak ada masalah overheating juga. Bravo Infinix!
4.	Suka banget main game pake Infinix Note 10 Pro. Game apa aja dihajar. Settingan tinggal disesuaikan. Dan yang paling gw suka gak ngorbanin banget grafisnya. Semua smooth!
5.	Buat gaming Cuma satu kata: MANTAP. Gak nyangka MediaTek bisa se-smooth ini cuy

#XMission",mantep sih g gg banget kelas gak overheating bravo infinix suka banget main game pake infinix note pro game aja hajar settingan tinggal sesuai gw suka gak ngorbanin banget grafis smooth gaming mantap gak nyangka mediatek sesmooth cuy xmission,"['mantep', 'sih', 'g', 'gg', 'banget', 'kelas', 'gak', 'overheating', 'bravo', 'infinix', 'suka', 'banget', 'main', 'game', 'pake', 'infinix', 'note', 'pro', 'game', 'aja', 'hajar', 'settingan', 'tinggal', 'sesuai', 'gw', 'suka', 'gak', 'ngorbanin', 'banget', 'grafis', 'smooth', 'gaming', 'mantap', 'gak', 'nyangka', 'mediatek', 'sesmooth', 'cuy', 'xmission']",positive,7
aku cuma naksir prosesor x aj di helio G95,naksir prosesor x aj hio g,"['naksir', 'prosesor', 'x', 'aj', 'hio', 'g']",neutral,0
"3.	Mantep sih G95 GG banget di kelasnya. Gak ada masalah overheating juga. Bravo Infinix!

#XMission",mantep sih g gg banget kelas gak overheating bravo infinix xmission,"['mantep', 'sih', 'g', 'gg', 'banget', 'kelas', 'gak', 'overheating', 'bravo', 'infinix', 'xmission']",negative,-2
